,age,length_of_service,STATUS,BUSINESS_UNIT,hierarchy_job,population_category,gender_short_F,gender_short_M,department_service_Business,department_service_Customer
14638,52,18,1,1,0,1,1,0,0,1
14639,53,19,1,1,0,1,1,0,0,1
14640,44,10,1,1,0,2,0,1,0,1
14641,45,11,1,1,0,2,0,1,0,1
14642,46,12,1,1,0,2,0,1,0,1
14643,47,13,1,1,0,2,0,1,0,1
14644,48,14,1,1,0,2,0,1,0,1
14645,49,15,1,1,0,2,0,1,0,1
14646,50,16,1,1,0,2,0,1,0,1
14647,51,17,1,1,0,2,0,1,0,1
14648,52,18,1,1,0,2,0,1,0,1
14649,53,19,1,1,0,2,0,1,0,1
14650,44,10,1,1,0,1,0,1,0,1
14651,45,11,1,1,0,1,0,1,0,1
14652,46,12,1,1,0,1,0,1,0,1
14653,47,13,1,1,0,1,0,1,0,1
14654,48,14,1,1,0,1,0,1,0,1
14655,49,15,1,1,0,1,0,1,0,1
14656,50,16,1,1,0,1,0,1,0,1
14657,51,17,1,1,0,1,0,1,0,1
14658,52,18,1,1,0,1,0,1,0,1
14659,53,19,1,1,0,1,0,1,0,1
14660,61,10,1,1,0,2,1,0,0,1
14661,62,11,1,1,0,2,1,0,0,1
14662,63,12,1,1,0,2,1,0,0,1
14663,64,13,1,1,0,2,1,0,0,1
14664,61,10,1,1,0,1,1,0,0,1
14665,62,11,1,1,0,1,1,0,0,1
14666,63,12,1,1,0,1,1,0,0,1
14667,64,13,1,1,0,1,1,0,0,1
14668,44,10,1,1,0,1,0,1,0,1
14669,45,11,1,1,0,1,0,1,0,1
14670,46,12,1,1,0,1,0,1,0,1
14671,47,13,1,1,0,1,0,1,0,1
14672,48,14,1,1,0,1,0,1,0,1
14673,49,15,1,1,0,1,0,1,0,1
14674,50,16,1,1,0,1,0,1,0,1
14675,51,17,1,1,0,1,0,1,0,1
14676,52,18,1,1,0,1,0,1,0,1
14677,53,19,1,1,0,1,0,1,0,1
14678,44,10,1,1,0,1,0,1,0,1
14679,45,11,1,1,0,1,0,1,0,1
14680,46,12,1,1,0,1,0,1,0,1
14681,47,13,1,1,0,1,0,1,0,1
14682,48,14,1,1,0,1,0,1,0,1
14683,49,15,1,1,0,1,0,1,0,1
14684,50,16,1,1,0,1,0,1,0,1
14685,51,17,1,1,0,1,0,1,0,1
14686,52,18,1,1,0,1,0,1,0,1
14687,53,19,1,1,0,1,0,1,0,1
14688,44,10,1,1,0,2,0,1,0,1
14689,45,11,1,1,0,2,0,1,0,1
14690,46,12,1,1,0,2,0,1,0,1
14691,47,13,1,1,0,2,0,1,0,1
14692,48,14,1,1,0,2,0,1,0,1
14693,49,15,1,1,0,2,0,1,0,1
14694,50,16,1,1,0,2,0,1,0,1
14695,51,17,1,1,0,2,0,1,0,1
14696,52,18,1,1,0,2,0,1,0,1
14697,53,19,1,1,0,2,0,1,0,1
14698,44,10,1,1,0,2,0,1,0,1
14699,45,11,1,1,0,2,0,1,0,1
14700,46,12,1,1,0,2,0,1,0,1
14701,47,13,1,1,0,2,0,1,0,1
14702,48,14,1,1,0,2,0,1,0,1
14703,49,15,1,1,0,2,0,1,0,1
14704,50,16,1,1,0,2,0,1,0,1
14705,51,17,1,1,0,2,0,1,0,1
14706,52,18,1,1,0,2,0,1,0,1
14707,53,19,1,1,0,2,0,1,0,1
14708,61,10,1,1,0,2,1,0,0,1
14709,62,11,1,1,0,2,1,0,0,1
14710,63,12,1,1,0,2,1,0,0,1
14711,64,13,1,1,0,2,1,0,0,1
14712,44,10,1,1,0,2,0,1,0,1
14713,45,11,1,1,0,2,0,1,0,1
14714,46,12,1,1,0,2,0,1,0,1
14715,47,13,1,1,0,2,0,1,0,1
14716,48,14,1,1,0,2,0,1,0,1
14717,49,15,1,1,0,2,0,1,0,1
14718,50,16,1,1,0,2,0,1,0,1
14719,51,17,1,1,0,2,0,1,0,1
14720,52,18,1,1,0,2,0,1,0,1
14721,53,19,1,1,0,2,0,1,0,1
14722,44,10,1,1,0,1,0,1,0,1
14723,45,11,1,1,0,1,0,1,0,1
14724,46,12,1,1,0,1,0,1,0,1
14725,47,13,1,1,0,1,0,1,0,1
14726,48,14,1,1,0,1,0,1,0,1
14727,49,15,1,1,0,1,0,1,0,1
14728,50,16,1,1,0,1,0,1,0,1
14729,51,17,1,1,0,1,0,1,0,1
14730,52,18,1,1,0,1,0,1,0,1
14731,53,19,1,1,0,1,0,1,0,1
14732,44,10,1,1,0,1,1,0,0,1
14733,45,11,1,1,0,1,1,0,0,1
14734,46,12,1,1,0,1,1,0,0,1
14735,47,13,1,1,0,1,1,0,0,1
14736,48,14,1,1,0,1,1,0,0,1
14737,49,15,1,1,0,1,1,0,0,1
14738,50,16,1,1,0,1,1,0,0,1
14739,51,17,1,1,0,1,1,0,0,1
14740,52,18,1,1,0,1,1,0,0,1
14741,53,19,1,1,0,1,1,0,0,1
14742,44,10,1,1,0,1,1,0,0,1
14743,45,11,1,1,0,1,1,0,0,1
14744,46,12,1,1,0,1,1,0,0,1
14745,47,13,1,1,0,1,1,0,0,1
14746,48,14,1,1,0,1,1,0,0,1
14747,49,15,1,1,0,1,1,0,0,1
14748,50,16,1,1,0,1,1,0,0,1
14749,51,17,1,1,0,1,1,0,0,1
14750,52,18,1,1,0,1,1,0,0,1
14751,53,19,1,1,0,1,1,0,0,1
14752,44,10,1,1,0,2,1,0,0,1
14753,45,11,1,1,0,2,1,0,0,1
14754,46,12,1,1,0,2,1,0,0,1
14755,47,13,1,1,0,2,1,0,0,1
14756,48,14,1,1,0,2,1,0,0,1
14757,49,15,1,1,0,2,1,0,0,1
14758,50,16,1,1,0,2,1,0,0,1
14759,51,17,1,1,0,2,1,0,0,1
14760,52,18,1,1,0,2,1,0,0,1
14761,53,19,1,1,0,2,1,0,0,1
14762,44,10,1,1,0,2,0,1,0,1
14763,45,11,1,1,0,2,0,1,0,1
14764,46,12,1,1,0,2,0,1,0,1
14765,47,13,1,1,0,2,0,1,0,1
14766,48,14,1,1,0,2,0,1,0,1
14767,49,15,1,1,0,2,0,1,0,1
14768,50,16,1,1,0,2,0,1,0,1
14769,51,17,1,1,0,2,0,1,0,1
14770,52,18,1,1,0,2,0,1,0,1
14771,53,19,1,1,0,2,0,1,0,1
14772,44,10,1,1,0,1,0,1,0,1
14773,45,11,1,1,0,1,0,1,0,1
14774,46,12,1,1,0,1,0,1,0,1
14775,47,13,1,1,0,1,0,1,0,1
14776,48,14,1,1,0,1,0,1,0,1
14777,49,15,1,1,0,1,0,1,0,1
14778,50,16,1,1,0,1,0,1,0,1
14779,51,17,1,1,0,1,0,1,0,1
14780,52,18,1,1,0,1,0,1,0,1
14781,53,19,1,1,0,1,0,1,0,1
14782,61,10,1,1,0,1,1,0,0,1
14783,62,11,1,1,0,1,1,0,0,1
14784,63,12,1,1,0,1,1,0,0,1
14785,64,13,1,1,0,1,1,0,0,1
14786,44,10,1,1,0,2,1,0,0,1
14787,45,11,1,1,0,2,1,0,0,1
14788,46,12,1,1,0,2,1,0,0,1
14789,47,13,1,1,0,2,1,0,0,1
14790,48,14,1,1,0,2,1,0,0,1
14791,49,15,1,1,0,2,1,0,0,1
14792,50,16,1,1,0,2,1,0,0,1
14793,51,17,1,1,0,2,1,0,0,1
14794,52,18,1,1,0,2,1,0,0,1
14795,53,19,1,1,0,2,1,0,0,1
14796,61,10,1,1,0,2,1,0,0,1
14797,62,11,1,1,0,2,1,0,0,1
14798,63,12,1,1,0,2,1,0,0,1
14799,64,13,1,1,0,2,1,0,0,1
14800,44,10,1,1,0,2,1,0,0,1
14801,45,11,1,1,0,2,1,0,0,1
14802,46,12,1,1,0,2,1,0,0,1
14803,47,13,1,1,0,2,1,0,0,1
14804,48,14,1,1,0,2,1,0,0,1
14805,49,15,1,1,0,2,1,0,0,1
14806,50,16,1,1,0,2,1,0,0,1
14807,51,17,1,1,0,2,1,0,0,1
14808,52,18,1,1,0,2,1,0,0,1
14809,53,19,1,1,0,2,1,0,0,1
14810,44,10,1,1,0,1,0,1,0,1
14811,45,11,1,1,0,1,0,1,0,1
14812,46,12,1,1,0,1,0,1,0,1
14813,47,13,1,1,0,1,0,1,0,1
14814,48,14,1,1,0,1,0,1,0,1
14815,49,15,1,1,0,1,0,1,0,1
14816,50,16,1,1,0,1,0,1,0,1
14817,51,17,1,1,0,1,0,1,0,1
14818,52,18,1,1,0,1,0,1,0,1
14819,53,19,1,1,0,1,0,1,0,1
14820,44,10,1,1,0,0,1,0,0,1
14821,45,11,1,1,0,0,1,0,0,1
14822,46,12,1,1,0,0,1,0,0,1
14823,47,13,1,1,0,0,1,0,0,1
14824,48,14,1,1,0,0,1,0,0,1
14825,49,15,1,1,0,0,1,0,0,1
14826,50,16,1,1,0,0,1,0,0,1
14827,51,17,1,1,0,0,1,0,0,1
14828,52,18,1,1,0,0,1,0,0,1
14829,53,19,1,1,0,0,1,0,0,1
14830,44,10,1,1,0,2,1,0,0,1
14831,45,11,1,1,0,2,1,0,0,1
14832,46,12,1,1,0,2,1,0,0,1
14833,47,13,1,1,0,2,1,0,0,1
14834,48,14,1,1,0,2,1,0,0,1
14835,49,15,1,1,0,2,1,0,0,1
14836,50,16,1,1,0,2,1,0,0,1
14837,51,17,1,1,0,2,1,0,0,1
14838,52,18,1,1,0,2,1,0,0,1
14839,53,19,1,1,0,2,1,0,0,1
14840,61,10,1,1,0,1,1,0,0,1
14841,62,11,1,1,0,1,1,0,0,1
14842,63,12,1,1,0,1,1,0,0,1
14843,64,13,1,1,0,1,1,0,0,1
14844,44,10,1,1,0,1,0,1,0,1
14845,45,11,1,1,0,1,0,1,0,1
14846,46,12,1,1,0,1,0,1,0,1
14847,47,13,1,1,0,1,0,1,0,1
14848,48,14,1,1,0,1,0,1,0,1
14849,49,15,1,1,0,1,0,1,0,1
14850,50,16,1,1,0,1,0,1,0,1
14851,51,17,1,1,0,1,0,1,0,1
14852,52,18,1,1,0,1,0,1,0,1
14853,53,19,1,1,0,1,0,1,0,1
14854,44,10,1,1,0,2,0,1,0,1
14855,45,11,1,1,0,2,0,1,0,1
14856,46,12,1,1,0,2,0,1,0,1
14857,47,13,1,1,0,2,0,1,0,1
14858,48,14,1,1,0,2,0,1,0,1
14859,49,15,1,1,0,2,0,1,0,1
14860,50,16,1,1,0,2,0,1,0,1
14861,51,17,1,1,0,2,0,1,0,1
14862,52,18,1,1,0,2,0,1,0,1
14863,53,19,1,1,0,2,0,1,0,1
14864,44,10,1,1,0,1,1,0,0,1
14865,45,11,1,1,0,1,1,0,0,1
14866,46,12,1,1,0,1,1,0,0,1
14867,47,13,1,1,0,1,1,0,0,1
14868,48,14,1,1,0,1,1,0,0,1
14869,49,15,1,1,0,1,1,0,0,1
14870,50,16,1,1,0,1,1,0,0,1
14871,51,17,1,1,0,1,1,0,0,1
14872,52,18,1,1,0,1,1,0,0,1
14873,53,19,1,1,0,1,1,0,0,1
14874,61,10,1,1,0,2,1,0,0,1
14875,62,11,1,1,0,2,1,0,0,1
14876,63,12,1,1,0,2,1,0,0,1
14877,64,13,1,1,0,2,1,0,0,1
14878,44,10,1,1,0,1,1,0,0,1
14879,45,11,1,1,0,1,1,0,0,1
14880,46,12,1,1,0,1,1,0,0,1
14881,47,13,1,1,0,1,1,0,0,1
14882,48,14,1,1,0,1,1,0,0,1
14883,49,15,1,1,0,1,1,0,0,1
14884,50,16,1,1,0,1,1,0,0,1
14885,51,17,1,1,0,1,1,0,0,1
14886,52,18,1,1,0,1,1,0,0,1
14887,53,19,1,1,0,1,1,0,0,1
14888,44,10,1,1,0,2,1,0,0,1
14889,45,11,1,1,0,2,1,0,0,1
14890,46,12,1,1,0,2,1,0,0,1
14891,47,13,1,1,0,2,1,0,0,1
14892,48,14,1,1,0,2,1,0,0,1
14893,49,15,1,1,0,2,1,0,0,1
14894,50,16,1,1,0,2,1,0,0,1
14895,51,17,1,1,0,2,1,0,0,1
14896,52,18,1,1,0,2,1,0,0,1
14897,53,19,1,1,0,2,1,0,0,1
14898,44,10,1,1,0,1,1,0,0,1
14899,45,11,1,1,0,1,1,0,0,1
14900,46,12,1,1,0,1,1,0,0,1
14901,47,13,1,1,0,1,1,0,0,1
14902,48,14,1,1,0,1,1,0,0,1
14903,49,15,1,1,0,1,1,0,0,1
14904,50,16,1,1,0,1,1,0,0,1
14905,51,17,1,1,0,1,1,0,0,1
14906,52,18,1,1,0,1,1,0,0,1
14907,53,19,1,1,0,1,1,0,0,1
14908,44,10,1,1,0,2,1,0,0,1
14909,45,11,1,1,0,2,1,0,0,1
14910,46,12,1,1,0,2,1,0,0,1
14911,47,13,1,1,0,2,1,0,0,1
14912,48,14,1,1,0,2,1,0,0,1
14913,49,15,1,1,0,2,1,0,0,1
14914,50,16,1,1,0,2,1,0,0,1
14915,51,17,1,1,0,2,1,0,0,1
14916,52,18,1,1,0,2,1,0,0,1
14917,53,19,1,1,0,2,1,0,0,1
14918,44,10,1,1,0,2,0,1,0,1
14919,45,11,1,1,0,2,0,1,0,1
14920,46,12,1,1,0,2,0,1,0,1
14921,47,13,1,1,0,2,0,1,0,1
14922,48,14,1,1,0,2,0,1,0,1
14923,49,15,1,1,0,2,0,1,0,1
14924,50,16,1,1,0,2,0,1,0,1
14925,51,17,1,1,0,2,0,1,0,1
14926,52,18,1,1,0,2,0,1,0,1
14927,53,19,1,1,0,2,0,1,0,1
14928,44,10,1,1,0,2,0,1,0,1
14929,45,11,1,1,0,2,0,1,0,1
14930,46,12,1,1,0,2,0,1,0,1
14931,47,13,1,1,0,2,0,1,0,1
14932,48,14,1,1,0,2,0,1,0,1
14933,49,15,1,1,0,2,0,1,0,1
14934,50,16,1,1,0,2,0,1,0,1
14935,51,17,1,1,0,2,0,1,0,1
14936,52,18,1,1,0,2,0,1,0,1
14937,53,19,1,1,0,2,0,1,0,1
14938,44,10,1,1,0,1,1,0,0,1
14939,45,11,1,1,0,1,1,0,0,1
14940,46,12,1,1,0,1,1,0,0,1
14941,47,13,1,1,0,1,1,0,0,1
14942,48,14,1,1,0,1,1,0,0,1
14943,49,15,1,1,0,1,1,0,0,1
14944,50,16,1,1,0,1,1,0,0,1
14945,51,17,1,1,0,1,1,0,0,1
14946,52,18,1,1,0,1,1,0,0,1
14947,53,19,1,1,0,1,1,0,0,1
14948,61,10,1,1,0,2,1,0,0,1
14949,62,11,1,1,0,2,1,0,0,1
14950,63,12,1,1,0,2,1,0,0,1
14951,64,13,1,1,0,2,1,0,0,1
14952,61,10,1,1,0,1,1,0,0,1
14953,62,11,1,1,0,1,1,0,0,1
14954,63,12,1,1,0,1,1,0,0,1
14955,64,13,1,1,0,1,1,0,0,1
14956,44,10,1,1,0,2,0,1,0,1
14957,45,11,1,1,0,2,0,1,0,1
14958,46,12,1,1,0,2,0,1,0,1
14959,47,13,1,1,0,2,0,1,0,1
14960,48,14,1,1,0,2,0,1,0,1
14961,49,15,1,1,0,2,0,1,0,1
14962,50,16,1,1,0,2,0,1,0,1
14963,51,17,1,1,0,2,0,1,0,1
14964,52,18,1,1,0,2,0,1,0,1
14965,53,19,1,1,0,2,0,1,0,1
14966,61,10,1,1,0,0,1,0,0,1
14967,62,11,1,1,0,0,1,0,0,1
14968,63,12,1,1,0,0,1,0,0,1
14969,64,13,1,1,0,0,1,0,0,1
14970,44,10,1,1,0,1,0,1,0,1
14971,45,11,1,1,0,1,0,1,0,1
14972,46,12,1,1,0,1,0,1,0,1
14973,47,13,1,1,0,1,0,1,0,1
14974,48,14,1,1,0,1,0,1,0,1
14975,49,15,1,1,0,1,0,1,0,1
14976,50,16,1,1,0,1,0,1,0,1
14977,51,17,1,1,0,1,0,1,0,1
14978,52,18,1,1,0,1,0,1,0,1
14979,53,19,1,1,0,1,0,1,0,1
14980,44,10,1,1,0,1,1,0,0,1
14981,45,11,1,1,0,1,1,0,0,1
14982,46,12,1,1,0,1,1,0,0,1
14983,47,13,1,1,0,1,1,0,0,1
14984,48,14,1,1,0,1,1,0,0,1
14985,49,15,1,1,0,1,1,0,0,1
14986,50,16,1,1,0,1,1,0,0,1
14987,51,17,1,1,0,1,1,0,0,1
14988,52,18,1,1,0,1,1,0,0,1
14989,53,19,1,1,0,1,1,0,0,1
14990,44,10,1,1,0,2,1,0,0,1
14991,45,11,1,1,0,2,1,0,0,1
14992,46,12,1,1,0,2,1,0,0,1
14993,47,13,1,1,0,2,1,0,0,1
14994,48,14,1,1,0,2,1,0,0,1
14995,49,15,1,1,0,2,1,0,0,1
14996,50,16,1,1,0,2,1,0,0,1
14997,51,17,1,1,0,2,1,0,0,1
14998,52,18,1,1,0,2,1,0,0,1
14999,53,19,1,1,0,2,1,0,0,1
15000,44,10,1,1,0,2,1,0,0,1
15001,45,11,1,1,0,2,1,0,0,1
15002,46,12,1,1,0,2,1,0,0,1
15003,47,13,1,1,0,2,1,0,0,1
15004,48,14,1,1,0,2,1,0,0,1
15005,49,15,1,1,0,2,1,0,0,1
15006,50,16,1,1,0,2,1,0,0,1
15007,51,17,1,1,0,2,1,0,0,1
15008,52,18,1,1,0,2,1,0,0,1
15009,53,19,1,1,0,2,1,0,0,1
15010,44,10,1,1,0,2,0,1,0,1
15011,45,11,1,1,0,2,0,1,0,1
15012,46,12,1,1,0,2,0,1,0,1
15013,47,13,1,1,0,2,0,1,0,1
15014,48,14,1,1,0,2,0,1,0,1
15015,49,15,1,1,0,2,0,1,0,1
15016,50,16,1,1,0,2,0,1,0,1
15017,51,17,1,1,0,2,0,1,0,1
15018,52,18,1,1,0,2,0,1,0,1
15019,53,19,1,1,0,2,0,1,0,1
15020,44,10,1,1,0,1,1,0,0,1
15021,45,11,1,1,0,1,1,0,0,1
15022,46,12,1,1,0,1,1,0,0,1
15023,47,13,1,1,0,1,1,0,0,1
15024,48,14,1,1,0,1,1,0,0,1
15025,49,15,1,1,0,1,1,0,0,1
15026,50,16,1,1,0,1,1,0,0,1
15027,51,17,1,1,0,1,1,0,0,1
15028,52,18,1,1,0,1,1,0,0,1
15029,53,19,1,1,0,1,1,0,0,1
15030,44,10,1,1,0,2,0,1,0,1
15031,45,11,1,1,0,2,0,1,0,1
15032,46,12,1,1,0,2,0,1,0,1
15033,47,13,1,1,0,2,0,1,0,1
15034,44,10,1,1,0,2,0,1,0,1
15035,45,11,1,1,0,2,0,1,0,1
15036,46,12,1,1,0,2,0,1,0,1
15037,47,13,1,1,0,2,0,1,0,1
15038,48,14,1,1,0,2,0,1,0,1
15039,49,15,1,1,0,2,0,1,0,1
15040,50,16,1,1,0,2,0,1,0,1
15041,51,17,1,1,0,2,0,1,0,1
15042,52,18,1,1,0,2,0,1,0,1
15043,53,19,1,1,0,2,0,1,0,1
15044,44,10,1,1,0,1,0,1,0,1
15045,45,11,1,1,0,1,0,1,0,1
15046,46,12,1,1,0,1,0,1,0,1
15047,47,13,1,1,0,1,0,1,0,1
15048,48,14,1,1,0,1,0,1,0,1
15049,49,15,1,1,0,1,0,1,0,1
15050,50,16,1,1,0,1,0,1,0,1
15051,51,17,1,1,0,1,0,1,0,1
15052,52,18,1,1,0,1,0,1,0,1
15053,53,19,1,1,0,1,0,1,0,1
15054,44,10,1,1,0,2,0,1,0,1
15055,45,11,1,1,0,2,0,1,0,1
15056,46,12,1,1,0,2,0,1,0,1
15057,47,13,1,1,0,2,0,1,0,1
15058,48,14,1,1,0,2,0,1,0,1
15059,49,15,1,1,0,2,0,1,0,1
15060,50,16,1,1,0,2,0,1,0,1
15061,51,17,1,1,0,2,0,1,0,1
15062,52,18,1,1,0,2,0,1,0,1
15063,53,19,1,1,0,2,0,1,0,1
15064,44,10,1,1,0,1,1,0,0,1
15065,45,11,1,1,0,1,1,0,0,1
15066,46,12,1,1,0,1,1,0,0,1
15067,47,13,1,1,0,1,1,0,0,1
15068,48,14,1,1,0,1,1,0,0,1
15069,49,15,1,1,0,1,1,0,0,1
15070,50,16,1,1,0,1,1,0,0,1
15071,51,17,1,1,0,1,1,0,0,1
15072,52,18,1,1,0,1,1,0,0,1
15073,53,19,1,1,0,1,1,0,0,1
15074,61,10,1,1,0,2,1,0,0,1
15075,62,11,1,1,0,2,1,0,0,1
15076,63,12,1,1,0,2,1,0,0,1
15077,64,13,1,1,0,2,1,0,0,1
15078,44,10,1,1,0,1,0,1,0,1
15079,45,11,1,1,0,1,0,1,0,1
15080,46,12,1,1,0,1,0,1,0,1
15081,47,13,1,1,0,1,0,1,0,1
15082,48,14,1,1,0,1,0,1,0,1
15083,49,15,1,1,0,1,0,1,0,1
15084,50,16,1,1,0,1,0,1,0,1
15085,51,17,1,1,0,1,0,1,0,1
15086,52,18,1,1,0,1,0,1,0,1
15087,53,19,1,1,0,1,0,1,0,1
15088,61,10,1,1,0,2,1,0,0,1
15089,62,11,1,1,0,2,1,0,0,1
15090,63,12,1,1,0,2,1,0,0,1
15091,64,13,1,1,0,2,1,0,0,1
15092,44,10,1,1,0,1,0,1,0,1
15093,45,11,1,1,0,1,0,1,0,1
15094,46,12,1,1,0,1,0,1,0,1
15095,47,13,1,1,0,1,0,1,0,1
15096,48,14,1,1,0,1,0,1,0,1
15097,49,15,1,1,0,1,0,1,0,1
15098,50,16,1,1,0,1,0,1,0,1
15099,51,17,1,1,0,1,0,1,0,1
15100,52,18,1,1,0,1,0,1,0,1
15101,53,19,1,1,0,1,0,1,0,1
15102,44,10,1,1,0,1,0,1,0,1
15103,45,11,1,1,0,1,0,1,0,1
15104,46,12,1,1,0,1,0,1,0,1
15105,47,13,1,1,0,1,0,1,0,1
15106,48,14,1,1,0,1,0,1,0,1
15107,49,15,1,1,0,1,0,1,0,1
15108,50,16,1,1,0,1,0,1,0,1
15109,51,17,1,1,0,1,0,1,0,1
15110,52,18,1,1,0,1,0,1,0,1
15111,53,19,1,1,0,1,0,1,0,1
15112,44,10,1,1,0,1,1,0,0,1
15113,45,11,1,1,0,1,1,0,0,1
15114,46,12,1,1,0,1,1,0,0,1
15115,47,13,1,1,0,1,1,0,0,1
15116,48,14,1,1,0,1,1,0,0,1
15117,49,15,1,1,0,1,1,0,0,1
15118,50,16,1,1,0,1,1,0,0,1
15119,51,17,1,1,0,1,1,0,0,1
15120,52,18,1,1,0,1,1,0,0,1
15121,53,19,1,1,0,1,1,0,0,1
15122,44,10,1,1,0,1,1,0,0,1
15123,45,11,1,1,0,1,1,0,0,1
15124,46,12,1,1,0,1,1,0,0,1
15125,47,13,1,1,0,1,1,0,0,1
15126,48,14,1,1,0,1,1,0,0,1
15127,49,15,1,1,0,1,1,0,0,1
15128,50,16,1,1,0,1,1,0,0,1
15129,51,17,1,1,0,1,1,0,0,1
15130,52,18,1,1,0,1,1,0,0,1
15131,53,19,1,1,0,1,1,0,0,1
15132,44,10,1,1,0,1,0,1,0,1
15133,44,10,1,1,0,2,1,0,0,1
15134,45,11,1,1,0,2,1,0,0,1
15135,46,12,1,1,0,2,1,0,0,1
15136,47,13,1,1,0,2,1,0,0,1
15137,48,14,1,1,0,2,1,0,0,1
15138,49,15,1,1,0,2,1,0,0,1
15139,50,16,1,1,0,2,1,0,0,1
15140,51,17,1,1,0,2,1,0,0,1
15141,52,18,1,1,0,2,1,0,0,1
15142,53,19,1,1,0,2,1,0,0,1
15143,44,10,1,1,0,2,0,1,0,1
15144,45,11,1,1,0,2,0,1,0,1
15145,46,12,1,1,0,2,0,1,0,1
15146,47,13,1,1,0,2,0,1,0,1
15147,48,14,1,1,0,2,0,1,0,1
15148,49,15,1,1,0,2,0,1,0,1
15149,50,16,1,1,0,2,0,1,0,1
15150,51,17,1,1,0,2,0,1,0,1
15151,52,18,1,1,0,2,0,1,0,1
15152,53,19,1,1,0,2,0,1,0,1
15153,44,10,1,1,0,2,1,0,0,1
15154,45,11,1,1,0,2,1,0,0,1
15155,46,12,1,1,0,2,1,0,0,1
15156,47,13,1,1,0,2,1,0,0,1
15157,48,14,1,1,0,2,1,0,0,1
15158,49,15,1,1,0,2,1,0,0,1
15159,50,16,1,1,0,2,1,0,0,1
15160,51,17,1,1,0,2,1,0,0,1
15161,52,18,1,1,0,2,1,0,0,1
15162,53,19,1,1,0,2,1,0,0,1
15163,44,10,1,1,0,1,1,0,0,1
15164,45,11,1,1,0,1,1,0,0,1
15165,46,12,1,1,0,1,1,0,0,1
15166,47,13,1,1,0,1,1,0,0,1
15167,48,14,1,1,0,1,1,0,0,1
15168,49,15,1,1,0,1,1,0,0,1
15169,50,16,1,1,0,1,1,0,0,1
15170,51,17,1,1,0,1,1,0,0,1
15171,52,18,1,1,0,1,1,0,0,1
15172,53,19,1,1,0,1,1,0,0,1
15173,61,10,1,1,0,1,1,0,0,1
15174,62,11,1,1,0,1,1,0,0,1
15175,63,12,1,1,0,1,1,0,0,1
15176,64,13,1,1,0,1,1,0,0,1
15177,44,10,1,1,0,2,0,1,0,1
15178,45,11,1,1,0,2,0,1,0,1
15179,46,12,1,1,0,2,0,1,0,1
15180,47,13,1,1,0,2,0,1,0,1
15181,48,14,1,1,0,2,0,1,0,1
15182,49,15,1,1,0,2,0,1,0,1
15183,50,16,1,1,0,2,0,1,0,1
15184,51,17,1,1,0,2,0,1,0,1
15185,52,18,1,1,0,2,0,1,0,1
15186,53,19,1,1,0,2,0,1,0,1
15187,44,10,1,1,0,2,0,1,0,1
15188,45,11,1,1,0,2,0,1,0,1
15189,46,12,1,1,0,2,0,1,0,1
15190,47,13,1,1,0,2,0,1,0,1
15191,48,14,1,1,0,2,0,1,0,1
15192,49,15,1,1,0,2,0,1,0,1
15193,50,16,1,1,0,2,0,1,0,1
15194,51,17,1,1,0,2,0,1,0,1
15195,52,18,1,1,0,2,0,1,0,1
15196,53,19,1,1,0,2,0,1,0,1
15197,44,10,1,1,0,1,1,0,0,1
15198,45,11,1,1,0,1,1,0,0,1
15199,46,12,1,1,0,1,1,0,0,1
15200,47,13,1,1,0,1,1,0,0,1
15201,48,14,1,1,0,1,1,0,0,1
15202,49,15,1,1,0,1,1,0,0,1
15203,50,16,1,1,0,1,1,0,0,1
15204,51,17,1,1,0,1,1,0,0,1
15205,52,18,1,1,0,1,1,0,0,1
15206,53,19,1,1,0,1,1,0,0,1
15207,44,10,1,1,0,1,0,1,0,1
15208,45,11,1,1,0,1,0,1,0,1
15209,46,12,1,1,0,1,0,1,0,1
15210,47,13,1,1,0,1,0,1,0,1
15211,48,14,1,1,0,1,0,1,0,1
15212,49,15,1,1,0,1,0,1,0,1
15213,50,16,1,1,0,1,0,1,0,1
15214,51,17,1,1,0,1,0,1,0,1
15215,52,18,1,1,0,1,0,1,0,1
15216,53,19,1,1,0,1,0,1,0,1
15217,44,10,1,1,1,0,0,1,0,1
15218,45,11,1,1,1,0,0,1,0,1
15219,46,12,1,1,1,0,0,1,0,1
15220,47,13,1,1,1,0,0,1,0,1
15221,48,14,1,1,1,0,0,1,0,1
15222,49,15,1,1,1,0,0,1,0,1
15223,50,16,1,1,1,0,0,1,0,1
15224,51,17,1,1,1,0,0,1,0,1
15225,61,10,1,1,0,2,1,0,0,1
15226,62,11,1,1,0,2,1,0,0,1
15227,63,12,1,1,0,2,1,0,0,1
15228,64,13,1,1,0,2,1,0,0,1
15229,44,10,1,1,0,2,1,0,0,1
15230,45,11,1,1,0,2,1,0,0,1
15231,46,12,1,1,0,2,1,0,0,1
15232,47,13,1,1,0,2,1,0,0,1
15233,48,14,1,1,0,2,1,0,0,1
15234,49,15,1,1,0,2,1,0,0,1
15235,50,16,1,1,0,2,1,0,0,1
15236,51,17,1,1,0,2,1,0,0,1
15237,52,18,1,1,0,2,1,0,0,1
15238,53,19,1,1,0,2,1,0,0,1
15239,44,10,1,1,0,1,0,1,0,1
15240,45,11,1,1,0,1,0,1,0,1
15241,46,12,1,1,0,1,0,1,0,1
15242,47,13,1,1,0,1,0,1,0,1
